folder,tr,te,imb,alpha,beta,kproto,K,acc,nll,brier,ece,smooth,t_fit,t_pred,n_train,n_test
runs_idc_ablate/idc_tr5000_te5000_imb8_a0.4_b0.1_k128,5000,5000,8.0,0.4,0.1,128.0,128.0,0.805452,0.767274,0.315055,0.124459,0.282671,37.68659904,1.16882396,5070.0,8877.0
runs_idc_ablate/idc_tr5000_te5000_imb8_a0.4_b0.1_k256,5000,5000,8.0,0.4,0.1,256.0,256.0,0.791484,0.893721,0.349681,0.149969,0.296978,76.44273669,3.32259577,5070.0,8877.0
runs_idc_ablate/idc_tr5000_te5000_imb8_a0.4_b0.1_k32,5000,5000,8.0,0.4,0.1,32.0,32.0,0.785288,0.596566,0.3325,0.116073,0.244711,68.68145003,1.60886956,5070.0,8877.0
runs_idc_ablate/idc_tr5000_te5000_imb8_a0.4_b0.1_k512,5000,5000,8.0,0.4,0.1,512.0,512.0,0.796328,1.539263,0.347195,0.145673,0.30231,87.22074729,3.85278265,5070.0,8877.0
runs_idc_ablate/idc_tr5000_te5000_imb8_a0.4_b0.1_k64,5000,5000,8.0,0.4,0.1,64.0,64.0,0.776163,0.755083,0.349296,0.142031,0.258677,20.97240593,0.55085954,5070.0,8877.0
runs_idc_ablate/idc_tr5000_te5000_imb8_a0.4_b0.2_k128,5000,5000,8.0,0.4,0.2,128.0,128.0,0.805452,0.774174,0.316085,0.123333,0.29371,68.92774836,1.7824468,5070.0,8877.0
runs_idc_ablate/idc_tr5000_te5000_imb8_a0.4_b0.2_k256,5000,5000,8.0,0.4,0.2,256.0,256.0,0.791033,0.90232,0.351415,0.150113,0.30138,198.68744241,4.10307778,5070.0,8877.0
runs_idc_ablate/idc_tr5000_te5000_imb8_a0.4_b0.2_k32,5000,5000,8.0,0.4,0.2,32.0,32.0,0.798355,0.592998,0.324527,0.124968,0.285518,31.83091546,0.15532549,5070.0,8877.0
runs_idc_ablate/idc_tr5000_te5000_imb8_a0.4_b0.2_k512,5000,5000,8.0,0.4,0.2,512.0,512.0,0.795426,1.542148,0.348154,0.14655,0.305172,94.2651459,4.52505986,5070.0,8877.0
runs_idc_ablate/idc_tr5000_te5000_imb8_a0.4_b0.2_k64,5000,5000,8.0,0.4,0.2,64.0,64.0,0.783598,0.776611,0.350945,0.144335,0.277328,26.93736949,0.89548042,5070.0,8877.0
runs_idc_ablate/idc_tr5000_te5000_imb8_a0.4_b0.3_k128,5000,5000,8.0,0.4,0.3,128.0,128.0,0.805114,0.781409,0.317481,0.127606,0.300424,34.91111933,2.42778934,5070.0,8877.0
runs_idc_ablate/idc_tr5000_te5000_imb8_a0.4_b0.3_k256,5000,5000,8.0,0.4,0.3,256.0,256.0,0.79092,0.911923,0.353639,0.151385,0.304832,53.10522265,2.6534136,5070.0,8877.0
runs_idc_ablate/idc_tr5000_te5000_imb8_a0.4_b0.3_k32,5000,5000,8.0,0.4,0.3,32.0,32.0,0.801284,0.595912,0.324409,0.130423,0.302498,65.68592693,1.80691304,5070.0,8877.0
runs_idc_ablate/idc_tr5000_te5000_imb8_a0.4_b0.3_k512,5000,5000,8.0,0.4,0.3,512.0,512.0,0.795764,1.544504,0.348932,0.149072,0.308083,77.020546,4.42175513,5070.0,8877.0
runs_idc_ablate/idc_tr5000_te5000_imb8_a0.4_b0.3_k64,5000,5000,8.0,0.4,0.3,64.0,64.0,0.788329,0.788008,0.351068,0.144699,0.289118,25.76375692,2.04736335,5070.0,8877.0
runs_idc_ablate/idc_tr5000_te5000_imb8_a0.4_b0.4_k128,5000,5000,8.0,0.4,0.4,128.0,128.0,0.805002,0.785946,0.317894,0.126907,0.305328,42.75434132,2.40071089,5070.0,8877.0
runs_idc_ablate/idc_tr5000_te5000_imb8_a0.4_b0.4_k256,5000,5000,8.0,0.4,0.4,256.0,256.0,0.79047,0.919929,0.355473,0.152657,0.307133,91.7747947,2.78374131,5070.0,8877.0
runs_idc_ablate/idc_tr5000_te5000_imb8_a0.4_b0.4_k32,5000,5000,8.0,0.4,0.4,32.0,32.0,0.802523,0.600123,0.326042,0.1359,0.311923,60.9958492,1.66928071,5070.0,8877.0
runs_idc_ablate/idc_tr5000_te5000_imb8_a0.4_b0.4_k512,5000,5000,8.0,0.4,0.4,512.0,512.0,0.795314,1.547508,0.349808,0.149249,0.309873,19.68912876,1.78757448,5070.0,8877.0
runs_idc_ablate/idc_tr5000_te5000_imb8_a0.4_b0.4_k64,5000,5000,8.0,0.4,0.4,64.0,64.0,0.790244,0.79581,0.351909,0.148378,0.297189,38.05487729,1.60287924,5070.0,8877.0
runs_idc_ablate/idc_tr5000_te5000_imb8_a0.4_b0.7_k128,5000,5000,8.0,0.4,0.7,128.0,128.0,0.807593,0.800283,0.320672,0.132464,0.316128,37.23190413,1.19297792,5070.0,8877.0
runs_idc_ablate/idc_tr5000_te5000_imb8_a0.4_b0.7_k256,5000,5000,8.0,0.4,0.7,256.0,256.0,0.791596,0.941415,0.359964,0.153044,0.313623,121.89160677,3.50477848,5070.0,8877.0
runs_idc_ablate/idc_tr5000_te5000_imb8_a0.4_b0.7_k32,5000,5000,8.0,0.4,0.7,32.0,32.0,0.802974,0.610408,0.331282,0.145158,0.324273,36.85150691,2.13491082,5070.0,8877.0
runs_idc_ablate/idc_tr5000_te5000_imb8_a0.4_b0.7_k512,5000,5000,8.0,0.4,0.7,512.0,512.0,0.79475,1.557155,0.352564,0.152721,0.315306,90.58633232,5.60378653,5070.0,8877.0
runs_idc_ablate/idc_tr5000_te5000_imb8_a0.4_b0.7_k64,5000,5000,8.0,0.4,0.7,64.0,64.0,0.792723,0.811348,0.35466,0.153475,0.311419,56.50371188,2.10010741,5070.0,8877.0
runs_idc_ablate/idc_tr5000_te5000_imb8_a0.4_b0.9_k128,5000,5000,8.0,0.4,0.9,128.0,128.0,0.806128,0.809774,0.323162,0.135797,0.321277,27.42712876,1.31961458,5070.0,8877.0
runs_idc_ablate/idc_tr5000_te5000_imb8_a0.4_b0.9_k256,5000,5000,8.0,0.4,0.9,256.0,256.0,0.793286,0.953144,0.362213,0.155607,0.316459,93.00589532,2.67468965,5070.0,8877.0
runs_idc_ablate/idc_tr5000_te5000_imb8_a0.4_b0.9_k32,5000,5000,8.0,0.4,0.9,32.0,32.0,0.802861,0.615125,0.333802,0.148823,0.327515,55.75605346,2.37812677,5070.0,8877.0
runs_idc_ablate/idc_tr5000_te5000_imb8_a0.4_b0.9_k512,5000,5000,8.0,0.4,0.9,512.0,512.0,0.795088,1.564188,0.35419,0.15451,0.318056,39.45099035,2.38990387,5070.0,8877.0
runs_idc_ablate/idc_tr5000_te5000_imb8_a0.4_b0.9_k64,5000,5000,8.0,0.4,0.9,64.0,64.0,0.794863,0.817243,0.355864,0.157546,0.317004,26.75730537,1.74170433,5070.0,8877.0
runs_idc_ablate/idc_tr5000_te5000_imb8_a0.5_b0.1_k128,5000,5000,8.0,0.5,0.1,128.0,128.0,0.805678,0.720005,0.314487,0.121112,0.276676,23.90568145,0.64415283,5070.0,8877.0
runs_idc_ablate/idc_tr5000_te5000_imb8_a0.5_b0.1_k256,5000,5000,8.0,0.5,0.1,256.0,256.0,0.790357,0.830512,0.348857,0.147402,0.29448,22.32804654,1.42619693,5070.0,8877.0
runs_idc_ablate/idc_tr5000_te5000_imb8_a0.5_b0.1_k32,5000,5000,8.0,0.5,0.1,32.0,32.0,0.784612,0.561224,0.328952,0.108293,0.22962,44.66961313,1.09188011,5070.0,8877.0
runs_idc_ablate/idc_tr5000_te5000_imb8_a0.5_b0.1_k512,5000,5000,8.0,0.5,0.1,512.0,512.0,0.79644,1.414281,0.346941,0.144561,0.299058,18.84264094,1.65713997,5070.0,8877.0
runs_idc_ablate/idc_tr5000_te5000_imb8_a0.5_b0.1_k64,5000,5000,8.0,0.5,0.1,64.0,64.0,0.776163,0.694793,0.34511,0.133059,0.248835,21.54075824,0.62339984,5070.0,8877.0
runs_idc_ablate/idc_tr5000_te5000_imb8_a0.5_b0.2_k128,5000,5000,8.0,0.5,0.2,128.0,128.0,0.805452,0.726263,0.315684,0.120931,0.287271,18.73962224,0.88669364,5070.0,8877.0
runs_idc_ablate/idc_tr5000_te5000_imb8_a0.5_b0.2_k256,5000,5000,8.0,0.5,0.2,256.0,256.0,0.791258,0.837788,0.350515,0.149908,0.297904,16.27377457,0.47684403,5070.0,8877.0
runs_idc_ablate/idc_tr5000_te5000_imb8_a0.5_b0.2_k32,5000,5000,8.0,0.5,0.2,32.0,32.0,0.797792,0.551765,0.318614,0.114476,0.267599,51.03472512,1.25743359,5070.0,8877.0
runs_idc_ablate/idc_tr5000_te5000_imb8_a0.5_b0.2_k512,5000,5000,8.0,0.5,0.2,512.0,512.0,0.795539,1.417047,0.347729,0.145116,0.302084,28.56972649,1.6043913,5070.0,8877.0
runs_idc_ablate/idc_tr5000_te5000_imb8_a0.5_b0.2_k64,5000,5000,8.0,0.5,0.2,64.0,64.0,0.783373,0.708206,0.345937,0.137315,0.265885,32.77133743,0.46094446,5070.0,8877.0
runs_idc_ablate/idc_tr5000_te5000_imb8_a0.5_b0.3_k128,5000,5000,8.0,0.5,0.3,128.0,128.0,0.805002,0.72864,0.315552,0.122681,0.292878,26.70545882,0.51485051,5070.0,8877.0
runs_idc_ablate/idc_tr5000_te5000_imb8_a0.5_b0.3_k256,5000,5000,8.0,0.5,0.3,256.0,256.0,0.791033,0.844815,0.352281,0.149557,0.300674,16.36583397,0.71948754,5070.0,8877.0
runs_idc_ablate/idc_tr5000_te5000_imb8_a0.5_b0.3_k32,5000,5000,8.0,0.5,0.3,32.0,32.0,0.801172,0.551524,0.31728,0.119217,0.283143,48.34484407,1.06206523,5070.0,8877.0
runs_idc_ablate/idc_tr5000_te5000_imb8_a0.5_b0.3_k512,5000,5000,8.0,0.5,0.3,512.0,512.0,0.795652,1.419321,0.348435,0.147205,0.304337,24.91902507,1.56562807,5070.0,8877.0
runs_idc_ablate/idc_tr5000_te5000_imb8_a0.5_b0.3_k64,5000,5000,8.0,0.5,0.3,64.0,64.0,0.788104,0.714942,0.345912,0.137686,0.276596,22.65945047,0.64171763,5070.0,8877.0
runs_idc_ablate/idc_tr5000_te5000_imb8_a0.5_b0.4_k128,5000,5000,8.0,0.5,0.4,128.0,128.0,0.805678,0.733433,0.316447,0.124581,0.297591,17.13090514,2.18461224,5070.0,8877.0
runs_idc_ablate/idc_tr5000_te5000_imb8_a0.5_b0.4_k256,5000,5000,8.0,0.5,0.4,256.0,256.0,0.791033,0.851848,0.353969,0.151632,0.303167,47.47871925,2.98823516,5070.0,8877.0
runs_idc_ablate/idc_tr5000_te5000_imb8_a0.5_b0.4_k32,5000,5000,8.0,0.5,0.4,32.0,32.0,0.80196,0.553568,0.318045,0.123217,0.291607,48.55817568,1.54038632,5070.0,8877.0
runs_idc_ablate/idc_tr5000_te5000_imb8_a0.5_b0.4_k512,5000,5000,8.0,0.5,0.4,512.0,512.0,0.795426,1.421785,0.349231,0.147887,0.306241,36.24948919,1.73292052,5070.0,8877.0
runs_idc_ablate/idc_tr5000_te5000_imb8_a0.5_b0.4_k64,5000,5000,8.0,0.5,0.4,64.0,64.0,0.790357,0.719939,0.346284,0.140676,0.283946,39.71503098,1.51532236,5070.0,8877.0
runs_idc_ablate/idc_tr5000_te5000_imb8_a0.8_b0.01_k128,5000,5000,8.0,0.8,0.01,128.0,128.0,0.807818,0.580005,0.308463,0.100266,0.227638,51.8063509,2.32191561,5070.0,8877.0
runs_idc_ablate/idc_tr5000_te5000_imb8_a0.8_b0.01_k256,5000,5000,8.0,0.8,0.01,256.0,256.0,0.787991,0.653214,0.336864,0.129202,0.268358,73.07517641,2.58247627,5070.0,8877.0
runs_idc_ablate/idc_tr5000_te5000_imb8_a0.8_b0.01_k32,5000,5000,8.0,0.8,0.01,32.0,32.0,0.563253,0.72097,0.526395,0.298021,0.027271,42.62718631,1.09352808,5070.0,8877.0
runs_idc_ablate/idc_tr5000_te5000_imb8_a0.8_b0.01_k512,5000,5000,8.0,0.8,0.01,512.0,512.0,0.795201,1.05593,0.344428,0.130448,0.270981,25.96202762,2.23209052,5070.0,8877.0
runs_idc_ablate/idc_tr5000_te5000_imb8_a0.8_b0.01_k64,5000,5000,8.0,0.8,0.01,64.0,64.0,0.771544,0.53517,0.329269,0.090463,0.165772,67.02704576,1.03377499,5070.0,8877.0
runs_idc_ablate/idc_tr5000_te5000_imb8_a0.8_b0.3_k128,5000,5000,8.0,0.8,0.3,128.0,128.0,0.80748,0.577891,0.306009,0.094849,0.250335,18.88031115,1.4966923,5070.0,8877.0
runs_idc_ablate/idc_tr5000_te5000_imb8_a0.8_b0.3_k256,5000,5000,8.0,0.8,0.3,256.0,256.0,0.790357,0.662315,0.340137,0.133022,0.274624,24.06859971,2.29746393,5070.0,8877.0
runs_idc_ablate/idc_tr5000_te5000_imb8_a0.8_b0.3_k32,5000,5000,8.0,0.8,0.3,32.0,32.0,0.792272,0.499734,0.320246,0.098407,0.182714,36.702368,0.1549128,5070.0,8877.0
runs_idc_ablate/idc_tr5000_te5000_imb8_a0.8_b0.3_k512,5000,5000,8.0,0.8,0.3,512.0,512.0,0.795314,1.057514,0.344965,0.132369,0.275899,38.57923857,1.73136334,5070.0,8877.0
runs_idc_ablate/idc_tr5000_te5000_imb8_a0.8_b0.3_k64,5000,5000,8.0,0.8,0.3,64.0,64.0,0.78495,0.533779,0.323656,0.093485,0.202367,83.41860571,2.58461219,5070.0,8877.0
runs_idc_ablate/idc_tr5000_te5000_imb8_a0.8_b0.7_k128,5000,5000,8.0,0.8,0.7,128.0,128.0,0.808381,0.581116,0.306631,0.098308,0.258321,25.4952596,2.13887601,5070.0,8877.0
runs_idc_ablate/idc_tr5000_te5000_imb8_a0.8_b0.7_k256,5000,5000,8.0,0.8,0.7,256.0,256.0,0.791146,0.670779,0.343314,0.13297,0.279379,48.11854802,0.92947457,5070.0,8877.0
runs_idc_ablate/idc_tr5000_te5000_imb8_a0.8_b0.7_k32,5000,5000,8.0,0.8,0.7,32.0,32.0,0.799031,0.496642,0.3172,0.091818,0.194864,67.04960232,2.22136925,5070.0,8877.0
runs_idc_ablate/idc_tr5000_te5000_imb8_a0.8_b0.7_k512,5000,5000,8.0,0.8,0.7,512.0,512.0,0.794976,1.062278,0.346465,0.135352,0.27977,19.46577092,3.23944465,5070.0,8877.0
runs_idc_ablate/idc_tr5000_te5000_imb8_a0.8_b0.7_k64,5000,5000,8.0,0.8,0.7,64.0,64.0,0.790582,0.534233,0.322403,0.096342,0.212959,47.64798344,1.43987768,5070.0,8877.0
runs_idc_ablate/idc_tr5000_te5000_imb8_a0.8_b0.9_k128,5000,5000,8.0,0.8,0.9,128.0,128.0,0.808494,0.581774,0.306714,0.098816,0.260421,19.78265079,0.97721761,5070.0,8877.0
runs_idc_ablate/idc_tr5000_te5000_imb8_a0.8_b0.9_k256,5000,5000,8.0,0.8,0.9,256.0,256.0,0.791371,0.673985,0.344675,0.134452,0.28063,36.0844677,1.90890932,5070.0,8877.0
runs_idc_ablate/idc_tr5000_te5000_imb8_a0.8_b0.9_k32,5000,5000,8.0,0.8,0.9,32.0,32.0,0.799594,0.497393,0.317692,0.09234,0.196583,58.86724843,1.76134186,5070.0,8877.0
runs_idc_ablate/idc_tr5000_te5000_imb8_a0.8_b0.9_k512,5000,5000,8.0,0.8,0.9,512.0,512.0,0.794863,1.064375,0.347267,0.137811,0.281217,82.48659028,4.25163641,5070.0,8877.0
runs_idc_ablate/idc_tr5000_te5000_imb8_a0.8_b0.9_k64,5000,5000,8.0,0.8,0.9,64.0,64.0,0.792272,0.533788,0.321951,0.096361,0.215376,59.98007947,1.68944805,5070.0,8877.0
